No,Sun 5% (MW),Sun 10% (MW),Sun 15% (MW)
6726,29.5,59,97.5
6727,23.5,47,99
6728,29.25,58.5,88.5
6729,32.5,65,70.5
6730,33,66,87.75
6731,29.5,59,97.5
6732,23.5,47,99
6733,29.25,58.5,88.5
6734,32.5,65,70.5
6735,33,66,87.75
6736,29.5,59,97.5
6737,23.5,47,99
6738,29.25,58.5,88.5
6739,32.5,65,70.5
6740,33,66,87.75
6741,29.5,59,97.5
6742,23.5,47,99
6743,29.25,58.5,88.5
6744,32.5,65,70.5
6745,33,66,87.75
6746,29.5,59,97.5
6747,23.5,47,99
6748,29.25,58.5,88.5
6749,32.5,65,70.5
6750,33,66,87.75
6751,29.5,59,97.5
6752,23.5,47,99
6753,29.25,58.5,88.5
6754,32.5,65,70.5
6755,33,66,87.75
6756,29.5,59,97.5
6757,23.5,47,99
6758,29.25,58.5,88.5
6759,32.5,65,70.5
6760,33,66,87.75
6761,29.5,59,97.5
6762,23.5,47,99
6763,29.25,58.5,88.5
6764,32.5,65,70.5
6765,33,66,87.75
6766,29.5,59,97.5
6767,23.5,47,99
6768,29.25,58.5,88.5
6769,32.5,65,70.5
6770,33,66,87.75
6771,29.5,59,97.5
6772,23.5,47,99
6773,29.25,58.5,88.5
6774,32.5,65,70.5
6775,33,66,87.75
6776,29.5,59,97.5
6777,23.5,47,99
6778,29.25,58.5,88.5
6779,32.5,65,70.5
6780,33,66,87.75
6781,29.5,59,97.5
6782,23.5,47,99
6783,29.25,58.5,88.5
6784,32.5,65,70.5
6785,33,66,87.75
6786,29.5,59,97.5
6787,23.5,47,99
6788,29.25,58.5,88.5
6789,32.5,65,70.5
6790,33,66,87.75
6791,29.5,59,97.5
6792,23.5,47,99
6793,29.25,58.5,88.5
6794,32.5,65,70.5
6795,33,66,87.75
6796,29.5,59,97.5
6797,23.5,47,99
6798,29.25,58.5,88.5
6799,32.5,65,70.5
6800,33,66,87.75
6801,29.5,59,97.5
6802,23.5,47,99
6803,29.25,58.5,88.5
6804,32.5,65,70.5
6805,33,66,87.75
6806,29.5,59,97.5
6807,23.5,47,99
6808,29.25,58.5,88.5
6809,32.5,65,70.5
6810,33,66,87.75
6811,29.5,59,97.5
6812,23.5,47,99
6813,29.25,58.5,88.5
6814,32.5,65,70.5
6815,33,66,87.75
6816,29.5,59,97.5
6817,23.5,47,99
6818,29.25,58.5,88.5
6819,32.5,65,70.5
6820,33,66,87.75
6821,29.5,59,97.5
6822,23.5,47,99
6823,29.25,58.5,88.5
6824,32.5,65,70.5
6825,33,66,87.75
6826,29.5,59,97.5
6827,23.5,47,99
6828,29.25,58.5,88.5
6829,32.5,65,70.5
6830,33,66,87.75
6831,29.5,59,97.5
6832,23.5,47,99
6833,29.25,58.5,88.5
6834,32.5,65,70.5
6835,33,66,87.75
6836,29.5,59,97.5
6837,23.5,47,99
6838,29.25,58.5,88.5
6839,32.5,65,70.5
6840,33,66,87.75
6841,29.5,59,97.5
6842,23.5,47,99
6843,29.25,58.5,88.5
6844,32.5,65,70.5
6845,33,66,87.75
6846,29.5,59,97.5
6847,23.5,47,99
6848,29.25,58.5,88.5
6849,32.5,65,70.5
6850,33,66,87.75
6851,29.5,59,97.5
6852,23.5,47,99
6853,29.25,58.5,88.5
6854,32.5,65,70.5
6855,33,66,87.75
6856,29.5,59,97.5
6857,23.5,47,99
6858,29.25,58.5,88.5
6859,32.5,65,70.5
6860,33,66,87.75
6861,29.5,59,97.5
6862,23.5,47,99
6863,29.25,58.5,88.5
6864,32.5,65,70.5
6865,33,66,87.75
6866,29.5,59,97.5
6867,23.5,47,99
6868,29.25,58.5,88.5
6869,32.5,65,70.5
6870,33,66,87.75
6871,29.5,59,97.5
6872,23.5,47,99
6873,29.25,58.5,88.5
6874,32.5,65,70.5
6875,33,66,87.75
6876,29.5,59,97.5
6877,23.5,47,99
6878,29.25,58.5,88.5
6879,32.5,65,70.5
6880,33,66,87.75
6881,29.5,59,97.5
6882,23.5,47,99
6883,29.25,58.5,88.5
6884,32.5,65,70.5
6885,33,66,87.75
6886,29.5,59,97.5
6887,23.5,47,99
6888,29.25,58.5,88.5
6889,32.5,65,70.5
6890,33,66,87.75
6891,29.5,59,97.5
6892,23.5,47,99
6893,29.25,58.5,88.5
6894,32.5,65,70.5
6895,33,66,87.75
6896,29.5,59,97.5
6897,23.5,47,99
6898,29.25,58.5,88.5
6899,32.5,65,70.5
6900,33,66,87.75
6901,29.5,59,97.5
6902,23.5,47,99
6903,29.25,58.5,88.5
6904,32.5,65,70.5
6905,33,66,87.75
6906,29.5,59,97.5
6907,23.5,47,99
6908,29.25,58.5,88.5
6909,32.5,65,70.5
6910,33,66,87.75
6911,29.5,59,97.5
6912,23.5,47,99
6913,29.25,58.5,88.5
6914,32.5,65,70.5
6915,33,66,87.75
6916,29.5,59,97.5
6917,23.5,47,99
6918,29.25,58.5,88.5
6919,32.5,65,70.5
6920,33,66,87.75
6921,29.5,59,97.5
6922,23.5,47,99
6923,29.25,58.5,88.5
6924,32.5,65,70.5
6925,33,66,87.75
6926,29.5,59,97.5
6927,23.5,47,99
6928,29.25,58.5,88.5
6929,32.5,65,70.5
6930,33,66,87.75
6931,29.5,59,97.5
6932,23.5,47,99
6933,29.25,58.5,88.5
6934,32.5,65,70.5
6935,33,66,87.75
6936,29.5,59,97.5
6937,23.5,47,99
6938,29.25,58.5,88.5
6939,32.5,65,70.5
6940,33,66,87.75
6941,29.5,59,97.5
6942,23.5,47,99
6943,29.25,58.5,88.5
6944,32.5,65,70.5
6945,33,66,87.75
6946,29.5,59,97.5
6947,23.5,47,99
6948,29.25,58.5,88.5
6949,32.5,65,70.5
6950,33,66,87.75
6951,29.5,59,97.5
6952,23.5,47,99
6953,29.25,58.5,88.5
6954,32.5,65,70.5
6955,33,66,87.75
6956,29.5,59,97.5
6957,23.5,47,99
6958,29.25,58.5,88.5
6959,32.5,65,70.5
6960,33,66,87.75
6961,29.5,59,97.5
6962,23.5,47,99
6963,29.25,58.5,88.5
6964,32.5,65,70.5
6965,33,66,87.75
6966,29.5,59,97.5
6967,23.5,47,99
6968,29.25,58.5,88.5
6969,32.5,65,70.5
6970,33,66,87.75
6971,29.5,59,97.5
6972,23.5,47,99
6973,29.25,58.5,88.5
6974,32.5,65,70.5
6975,33,66,87.75
6976,29.5,59,97.5
6977,23.5,47,99
6978,29.25,58.5,88.5
6979,32.5,65,70.5
6980,33,66,87.75
6981,29.5,59,97.5
6982,23.5,47,99
6983,29.25,58.5,88.5
6984,32.5,65,70.5
6985,33,66,87.75
6986,29.5,59,97.5
6987,23.5,47,99
6988,29.25,58.5,88.5
6989,32.5,65,70.5
6990,33,66,87.75
6991,29.5,59,97.5
6992,23.5,47,99
6993,29.25,58.5,88.5
6994,32.5,65,70.5
6995,33,66,87.75
6996,29.5,59,97.5
6997,23.5,47,99
6998,29.25,58.5,88.5
6999,32.5,65,70.5
7000,33,66,87.75
7001,29.5,59,97.5
7002,23.5,47,99
7003,29.25,58.5,88.5
7004,32.5,65,70.5
7005,33,66,87.75
7006,29.5,59,97.5
7007,23.5,47,99
7008,29.25,58.5,88.5
7009,32.5,65,70.5
7010,33,66,87.75
7011,29.5,59,97.5
7012,23.5,47,99
7013,29.25,58.5,88.5
7014,32.5,65,70.5
7015,33,66,87.75
7016,29.5,59,97.5
7017,23.5,47,99
7018,29.25,58.5,88.5
7019,32.5,65,70.5
7020,33,66,87.75
7021,29.5,59,97.5
7022,23.5,47,99
7023,29.25,58.5,88.5
7024,32.5,65,70.5
7025,33,66,87.75
7026,29.5,59,97.5
7027,23.5,47,99
7028,29.25,58.5,88.5
7029,32.5,65,70.5
7030,33,66,87.75
7031,29.5,59,97.5
7032,23.5,47,99
7033,29.25,58.5,88.5
7034,32.5,65,70.5
7035,33,66,87.75
7036,29.5,59,97.5
7037,23.5,47,99
7038,29.25,58.5,88.5
7039,32.5,65,70.5
7040,33,66,87.75
7041,29.5,59,97.5
7042,23.5,47,99
7043,29.25,58.5,88.5
7044,32.5,65,70.5
7045,33,66,87.75
7046,29.5,59,97.5
7047,23.5,47,99
7048,29.25,58.5,88.5
7049,32.5,65,70.5
7050,33,66,87.75
7051,29.5,59,97.5
7052,23.5,47,99
7053,29.25,58.5,88.5
7054,32.5,65,70.5
7055,33,66,87.75
7056,29.5,59,97.5
7057,23.5,47,99
7058,29.25,58.5,88.5
7059,32.5,65,70.5
7060,33,66,87.75
7061,29.5,59,97.5
7062,23.5,47,99
7063,29.25,58.5,88.5
7064,32.5,65,70.5
7065,33,66,87.75
7066,29.5,59,97.5
7067,23.5,47,99
7068,29.25,58.5,88.5
7069,32.5,65,70.5
7070,33,66,87.75
7071,29.5,59,97.5
7072,23.5,47,99
7073,29.25,58.5,88.5
7074,32.5,65,70.5
7075,33,66,87.75
7076,29.5,59,97.5
7077,23.5,47,99
7078,29.25,58.5,88.5
7079,32.5,65,70.5
7080,33,66,87.75
7081,29.5,59,97.5
7082,23.5,47,99
7083,29.25,58.5,88.5
7084,32.5,65,70.5
7085,33,66,87.75
7086,29.5,59,97.5
7087,23.5,47,99
7088,29.25,58.5,88.5
7089,32.5,65,70.5
7090,33,66,87.75
7091,29.5,59,97.5
7092,23.5,47,99
7093,29.25,58.5,88.5
7094,32.5,65,70.5
7095,33,66,87.75
7096,29.5,59,97.5
7097,23.5,47,99
7098,29.25,58.5,88.5
7099,32.5,65,70.5
7100,33,66,87.75
7101,29.5,59,97.5
7102,23.5,47,99
7103,29.25,58.5,88.5
7104,32.5,65,70.5
7105,33,66,87.75
7106,29.5,59,97.5
7107,23.5,47,99
7108,29.25,58.5,88.5
7109,32.5,65,70.5
7110,33,66,87.75
7111,29.5,59,97.5
7112,23.5,47,99
7113,29.25,58.5,88.5
7114,32.5,65,70.5
7115,33,66,87.75
7116,29.5,59,97.5
7117,23.5,47,99
7118,29.25,58.5,88.5
7119,32.5,65,70.5
7120,33,66,87.75
7121,29.5,59,97.5
7122,23.5,47,99
7123,29.25,58.5,88.5
7124,32.5,65,70.5
7125,33,66,87.75
7126,29.5,59,97.5
7127,23.5,47,99
7128,29.25,58.5,88.5
7129,32.5,65,70.5
7130,33,66,87.75
7131,29.5,59,97.5
7132,23.5,47,99
7133,29.25,58.5,88.5
7134,32.5,65,70.5
7135,33,66,87.75
7136,29.5,59,97.5
7137,23.5,47,99
7138,29.25,58.5,88.5
7139,32.5,65,70.5
7140,33,66,87.75
7141,29.5,59,97.5
7142,23.5,47,99
7143,29.25,58.5,88.5
7144,32.5,65,70.5
7145,33,66,87.75
7146,29.5,59,97.5
7147,23.5,47,99
7148,29.25,58.5,88.5
7149,32.5,65,70.5
7150,33,66,87.75
7151,29.5,59,97.5
7152,23.5,47,99
7153,29.25,58.5,88.5
7154,32.5,65,70.5
7155,33,66,87.75
7156,29.5,59,97.5
7157,23.5,47,99
7158,29.25,58.5,88.5
7159,32.5,65,70.5
7160,33,66,87.75
7161,29.5,59,97.5
7162,23.5,47,99
7163,29.25,58.5,88.5
7164,32.5,65,70.5
7165,33,66,87.75
7166,29.5,59,97.5
7167,23.5,47,99
7168,29.25,58.5,88.5
7169,32.5,65,70.5
7170,33,66,87.75
7171,29.5,59,97.5
7172,23.5,47,99
7173,29.25,58.5,88.5
7174,32.5,65,70.5
7175,33,66,87.75
7176,29.5,59,97.5
7177,23.5,47,99
7178,29.25,58.5,88.5
7179,32.5,65,70.5
7180,33,66,87.75
7181,29.5,59,97.5
7182,23.5,47,99
7183,29.25,58.5,88.5
7184,32.5,65,70.5
7185,33,66,87.75
7186,29.5,59,97.5
7187,23.5,47,99
7188,29.25,58.5,88.5
7189,32.5,65,70.5
7190,33,66,87.75
7191,29.5,59,97.5
7192,23.5,47,99
7193,29.25,58.5,88.5
7194,32.5,65,70.5
7195,33,66,87.75
7196,29.5,59,97.5
7197,23.5,47,99
7198,29.25,58.5,88.5
7199,32.5,65,70.5
7200,33,66,87.75
7201,29.5,59,97.5
7202,23.5,47,99
7203,29.25,58.5,88.5
7204,32.5,65,70.5
7205,33,66,87.75
7206,29.5,59,97.5
7207,23.5,47,99
7208,29.25,58.5,88.5
7209,32.5,65,70.5
7210,33,66,87.75
7211,29.5,59,97.5
7212,23.5,47,99
7213,29.25,58.5,88.5
7214,32.5,65,70.5
7215,33,66,87.75
7216,29.5,59,97.5
7217,23.5,47,99
7218,29.25,58.5,88.5
7219,32.5,65,70.5
7220,33,66,87.75
7221,29.5,59,97.5
7222,23.5,47,99
7223,29.25,58.5,88.5
7224,32.5,65,70.5
7225,33,66,87.75
7226,29.5,59,97.5
7227,23.5,47,99
7228,29.25,58.5,88.5
7229,32.5,65,70.5
7230,33,66,87.75
7231,29.5,59,97.5
7232,23.5,47,99
7233,29.25,58.5,88.5
7234,32.5,65,70.5
7235,33,66,87.75
7236,29.5,59,97.5
7237,23.5,47,99
7238,29.25,58.5,88.5
7239,32.5,65,70.5
7240,33,66,87.75
7241,29.5,59,97.5
7242,23.5,47,99
7243,29.25,58.5,88.5
7244,32.5,65,70.5
7245,33,66,87.75
7246,29.5,59,97.5
7247,23.5,47,99
7248,29.25,58.5,88.5
7249,32.5,65,70.5
7250,33,66,87.75
7251,29.5,59,97.5
7252,23.5,47,99
7253,29.25,58.5,88.5
7254,32.5,65,70.5
7255,33,66,87.75
7256,29.5,59,97.5
7257,23.5,47,99
7258,29.25,58.5,88.5
7259,32.5,65,70.5
7260,33,66,87.75
7261,29.5,59,97.5
7262,23.5,47,99
7263,29.25,58.5,88.5
7264,32.5,65,70.5
7265,33,66,87.75
7266,29.5,59,97.5
7267,23.5,47,99
7268,29.25,58.5,88.5
7269,32.5,65,70.5
7270,33,66,87.75
7271,29.5,59,97.5
7272,23.5,47,99
7273,29.25,58.5,88.5
7274,32.5,65,70.5
7275,33,66,87.75
7276,29.5,59,97.5
7277,23.5,47,99
7278,29.25,58.5,88.5
7279,32.5,65,70.5
7280,33,66,87.75
7281,29.5,59,97.5
7282,23.5,47,99
7283,29.25,58.5,88.5
7284,32.5,65,70.5
7285,33,66,87.75
7286,29.5,59,97.5
7287,23.5,47,99
7288,29.25,58.5,88.5
7289,32.5,65,70.5
7290,33,66,87.75
7291,29.5,59,97.5
7292,23.5,47,99
7293,29.25,58.5,88.5
7294,32.5,65,70.5
7295,33,66,87.75
7296,29.5,59,97.5
7297,23.5,47,99
7298,29.25,58.5,88.5
7299,32.5,65,70.5
7300,33,66,87.75
7301,29.5,59,97.5
7302,23.5,47,99
7303,29.25,58.5,88.5
7304,32.5,65,70.5
7305,33,66,87.75
7306,29.5,59,97.5
7307,23.5,47,99
7308,29.25,58.5,88.5
7309,32.5,65,70.5
7310,33,66,87.75
7311,29.5,59,97.5
7312,23.5,47,99
7313,29.25,58.5,88.5
7314,32.5,65,70.5
7315,33,66,87.75
7316,29.5,59,97.5
7317,23.5,47,99
7318,29.25,58.5,88.5
7319,32.5,65,70.5
7320,33,66,87.75
7321,29.5,59,97.5
7322,23.5,47,99
7323,29.25,58.5,88.5
7324,32.5,65,70.5
7325,33,66,87.75
7326,29.5,59,97.5
7327,23.5,47,99
7328,29.25,58.5,88.5
7329,32.5,65,70.5
7330,33,66,87.75
7331,29.5,59,97.5
7332,23.5,47,99
7333,29.25,58.5,88.5
7334,32.5,65,70.5
7335,33,66,87.75
7336,29.5,59,97.5
7337,23.5,47,99
7338,29.25,58.5,88.5
7339,32.5,65,70.5
7340,33,66,87.75
7341,29.5,59,97.5
7342,23.5,47,99
7343,29.25,58.5,88.5
7344,32.5,65,70.5
7345,33,66,87.75
7346,29.5,59,97.5
7347,23.5,47,99
7348,29.25,58.5,88.5
7349,32.5,65,70.5
7350,33,66,87.75
7351,29.5,59,97.5
7352,23.5,47,99
7353,29.25,58.5,88.5
7354,32.5,65,70.5
7355,33,66,87.75
7356,29.5,59,97.5
7357,23.5,47,99
7358,29.25,58.5,88.5
7359,32.5,65,70.5
7360,33,66,87.75
7361,29.5,59,97.5
7362,23.5,47,99
7363,29.25,58.5,88.5
7364,32.5,65,70.5
7365,33,66,87.75
7366,29.5,59,97.5
7367,23.5,47,99
7368,29.25,58.5,88.5
7369,32.5,65,70.5
7370,33,66,87.75
7371,29.5,59,97.5
7372,23.5,47,99
7373,29.25,58.5,88.5
7374,32.5,65,70.5
7375,33,66,87.75
7376,29.5,59,97.5
7377,23.5,47,99
7378,29.25,58.5,88.5
7379,32.5,65,70.5
7380,33,66,87.75
7381,29.5,59,97.5
7382,23.5,47,99
7383,29.25,58.5,88.5
7384,32.5,65,70.5
7385,33,66,87.75
7386,29.5,59,97.5
7387,23.5,47,99
7388,29.25,58.5,88.5
7389,32.5,65,70.5
7390,33,66,87.75
7391,29.5,59,97.5
7392,23.5,47,99
7393,29.25,58.5,88.5
7394,32.5,65,70.5
7395,33,66,87.75
7396,29.5,59,97.5
7397,23.5,47,99
7398,29.25,58.5,88.5
7399,32.5,65,70.5
7400,33,66,87.75
7401,29.5,59,97.5
7402,23.5,47,99
7403,29.25,58.5,88.5
7404,32.5,65,70.5
7405,33,66,87.75
7406,29.5,59,97.5
7407,23.5,47,99
7408,29.25,58.5,88.5
7409,32.5,65,70.5
7410,33,66,87.75
7411,29.5,59,97.5
7412,23.5,47,99
7413,29.25,58.5,88.5
7414,32.5,65,70.5
7415,33,66,87.75
7416,29.5,59,97.5
7417,23.5,47,99
7418,29.25,58.5,88.5
7419,32.5,65,70.5
7420,33,66,87.75
7421,29.5,59,97.5
7422,23.5,47,99
7423,29.25,58.5,88.5
7424,32.5,65,70.5
7425,33,66,87.75
7426,29.5,59,97.5
7427,23.5,47,99
7428,29.25,58.5,88.5
7429,32.5,65,70.5
7430,33,66,87.75
7431,29.5,59,97.5
7432,23.5,47,99
7433,29.25,58.5,88.5
7434,32.5,65,70.5
7435,33,66,87.75
7436,29.5,59,97.5
7437,23.5,47,99
7438,29.25,58.5,88.5
7439,32.5,65,70.5
7440,33,66,87.75
7441,29.5,59,97.5
7442,23.5,47,99
7443,29.25,58.5,88.5
7444,32.5,65,70.5
7445,33,66,87.75
7446,29.5,59,97.5
7447,23.5,47,99
7448,29.25,58.5,88.5
7449,32.5,65,70.5
7450,33,66,87.75
7451,29.5,59,97.5
7452,23.5,47,99
7453,29.25,58.5,88.5
7454,32.5,65,70.5
7455,33,66,87.75
7456,29.5,59,97.5
7457,23.5,47,99
7458,29.25,58.5,88.5
7459,32.5,65,70.5
7460,33,66,87.75
7461,29.5,59,97.5
7462,23.5,47,99
7463,29.25,58.5,88.5
7464,32.5,65,70.5
7465,33,66,87.75
7466,29.5,59,97.5
7467,23.5,47,99
7468,29.25,58.5,88.5
7469,32.5,65,70.5
7470,33,66,87.75
7471,29.5,59,97.5
7472,23.5,47,99
7473,29.25,58.5,88.5
7474,32.5,65,70.5
7475,33,66,87.75
7476,29.5,59,97.5
7477,23.5,47,99
7478,29.25,58.5,88.5
7479,32.5,65,70.5
7480,33,66,87.75
7481,29.5,59,97.5
7482,23.5,47,99
7483,29.25,58.5,88.5
7484,32.5,65,70.5
7485,33,66,87.75
7486,29.5,59,97.5
7487,23.5,47,99
7488,29.25,58.5,88.5
7489,32.5,65,70.5
7490,33,66,87.75
7491,29.5,59,97.5
7492,23.5,47,99
7493,29.25,58.5,88.5
7494,32.5,65,70.5
7495,33,66,87.75
7496,29.5,59,97.5
7497,23.5,47,99
7498,29.25,58.5,88.5
7499,32.5,65,70.5
7500,33,66,87.75
7501,29.5,59,97.5
7502,23.5,47,99
7503,29.25,58.5,88.5
7504,32.5,65,70.5
7505,33,66,87.75
7506,29.5,59,97.5
7507,23.5,47,99
7508,29.25,58.5,88.5
7509,32.5,65,70.5
7510,33,66,87.75
7511,29.5,59,97.5
7512,23.5,47,99
7513,29.25,58.5,88.5
7514,32.5,65,70.5
7515,33,66,87.75
7516,29.5,59,97.5
7517,23.5,47,99
7518,29.25,58.5,88.5
7519,32.5,65,70.5
7520,33,66,87.75
7521,29.5,59,97.5
7522,23.5,47,99
7523,29.25,58.5,88.5
7524,32.5,65,70.5
7525,33,66,87.75
7526,29.5,59,97.5
7527,23.5,47,99
7528,29.25,58.5,88.5
7529,32.5,65,70.5
7530,33,66,87.75
7531,29.5,59,97.5
7532,23.5,47,99
7533,29.25,58.5,88.5
7534,32.5,65,70.5
7535,33,66,87.75
7536,29.5,59,97.5
7537,23.5,47,99
7538,29.25,58.5,88.5
7539,32.5,65,70.5
7540,33,66,87.75
7541,29.5,59,97.5
7542,23.5,47,99
7543,29.25,58.5,88.5
7544,32.5,65,70.5
7545,33,66,87.75
7546,29.5,59,97.5
7547,23.5,47,99
7548,29.25,58.5,88.5
7549,32.5,65,70.5
7550,33,66,87.75
7551,29.5,59,97.5
7552,23.5,47,99
7553,29.25,58.5,88.5
7554,32.5,65,70.5
7555,33,66,87.75
7556,29.5,59,97.5
7557,23.5,47,99
7558,29.25,58.5,88.5
7559,32.5,65,70.5
7560,33,66,87.75
7561,29.5,59,97.5
7562,23.5,47,99
7563,29.25,58.5,88.5
7564,32.5,65,70.5
7565,33,66,87.75
7566,29.5,59,97.5
7567,23.5,47,99
7568,29.25,58.5,88.5
7569,32.5,65,70.5
7570,33,66,87.75
7571,29.5,59,97.5
7572,23.5,47,99
7573,29.25,58.5,88.5
7574,32.5,65,70.5
7575,33,66,87.75
7576,29.5,59,97.5
7577,23.5,47,99
7578,29.25,58.5,88.5
7579,32.5,65,70.5
7580,33,66,87.75
7581,29.5,59,97.5
7582,23.5,47,99
7583,29.25,58.5,88.5
7584,32.5,65,70.5
7585,33,66,87.75
7586,29.5,59,97.5
7587,23.5,47,99
7588,29.25,58.5,88.5
7589,32.5,65,70.5
7590,33,66,87.75
7591,29.5,59,97.5
7592,23.5,47,99
7593,29.25,58.5,88.5
7594,32.5,65,70.5
7595,33,66,87.75
7596,29.5,59,97.5
7597,23.5,47,99
7598,29.25,58.5,88.5
7599,32.5,65,70.5
7600,33,66,87.75
7601,29.5,59,97.5
7602,23.5,47,99
7603,29.25,58.5,88.5
7604,32.5,65,70.5
7605,33,66,87.75
7606,29.5,59,97.5
7607,23.5,47,99
7608,29.25,58.5,88.5
7609,32.5,65,70.5
7610,33,66,87.75
7611,29.5,59,97.5
7612,23.5,47,99
7613,29.25,58.5,88.5
7614,32.5,65,70.5
7615,33,66,87.75
7616,29.5,59,97.5
7617,23.5,47,99
7618,29.25,58.5,88.5
7619,32.5,65,70.5
7620,33,66,87.75
7621,29.5,59,97.5
7622,23.5,47,99
7623,29.25,58.5,88.5
7624,32.5,65,70.5
7625,33,66,87.75
7626,29.5,59,97.5
7627,23.5,47,99
7628,29.25,58.5,88.5
7629,32.5,65,70.5
7630,33,66,87.75
7631,29.5,59,97.5
7632,23.5,47,99
7633,29.25,58.5,88.5
7634,32.5,65,70.5
7635,33,66,87.75
7636,29.5,59,97.5
7637,23.5,47,99
7638,29.25,58.5,88.5
7639,32.5,65,70.5
7640,33,66,87.75
7641,29.5,59,97.5
7642,23.5,47,99
7643,29.25,58.5,88.5
7644,32.5,65,70.5
7645,33,66,87.75
7646,29.5,59,97.5
7647,23.5,47,99
7648,29.25,58.5,88.5
7649,32.5,65,70.5
7650,33,66,87.75
7651,29.5,59,97.5
7652,23.5,47,99
7653,29.25,58.5,88.5
7654,32.5,65,70.5
7655,33,66,87.75
7656,29.5,59,97.5
7657,23.5,47,99
7658,29.25,58.5,88.5
7659,32.5,65,70.5
7660,33,66,87.75
7661,29.5,59,97.5
7662,23.5,47,99
7663,29.25,58.5,88.5
7664,32.5,65,70.5
7665,33,66,87.75
7666,29.5,59,97.5
7667,23.5,47,99
7668,29.25,58.5,88.5
7669,32.5,65,70.5
7670,33,66,87.75
7671,29.5,59,97.5
7672,23.5,47,99
7673,29.25,58.5,88.5
7674,32.5,65,70.5
7675,33,66,87.75
7676,29.5,59,97.5
7677,23.5,47,99
7678,29.25,58.5,88.5
7679,32.5,65,70.5
7680,33,66,87.75
7681,29.5,59,97.5
7682,23.5,47,99
7683,29.25,58.5,88.5
7684,32.5,65,70.5
7685,33,66,87.75
7686,29.5,59,97.5
7687,23.5,47,99
7688,29.25,58.5,88.5
7689,32.5,65,70.5
7690,33,66,87.75
7691,29.5,59,97.5
7692,23.5,47,99
7693,29.25,58.5,88.5
7694,32.5,65,70.5
7695,33,66,87.75
7696,29.5,59,97.5
7697,23.5,47,99
7698,29.25,58.5,88.5
7699,32.5,65,70.5
7700,33,66,87.75
7701,29.5,59,97.5
7702,23.5,47,99
7703,29.25,58.5,88.5
7704,32.5,65,70.5
7705,33,66,87.75
7706,29.5,59,97.5
7707,23.5,47,99
7708,29.25,58.5,88.5
7709,32.5,65,70.5
7710,33,66,87.75
7711,29.5,59,97.5
7712,23.5,47,99
7713,29.25,58.5,88.5
7714,32.5,65,70.5
7715,33,66,87.75
7716,29.5,59,97.5
7717,23.5,47,99
7718,29.25,58.5,88.5
7719,32.5,65,70.5
7720,33,66,87.75
7721,29.5,59,97.5
7722,23.5,47,99
7723,29.25,58.5,88.5
7724,32.5,65,70.5
7725,33,66,87.75
7726,29.5,59,97.5
7727,23.5,47,99
7728,29.25,58.5,88.5
7729,32.5,65,70.5
7730,33,66,87.75
7731,29.5,59,97.5
7732,23.5,47,99
7733,29.25,58.5,88.5
7734,32.5,65,70.5
7735,33,66,87.75
7736,29.5,59,97.5
7737,23.5,47,99
7738,29.25,58.5,88.5
7739,32.5,65,70.5
7740,33,66,87.75
7741,29.5,59,97.5
7742,23.5,47,99
7743,29.25,58.5,88.5
7744,32.5,65,70.5
7745,33,66,87.75
7746,29.5,59,97.5
7747,23.5,47,99
7748,29.25,58.5,88.5
7749,32.5,65,70.5
7750,33,66,87.75
7751,29.5,59,97.5
7752,23.5,47,99
7753,29.25,58.5,88.5
7754,32.5,65,70.5
7755,33,66,87.75
7756,29.5,59,97.5
7757,23.5,47,99
7758,29.25,58.5,88.5
7759,32.5,65,70.5
7760,33,66,87.75
7761,29.5,59,97.5
7762,23.5,47,99
7763,29.25,58.5,88.5
7764,32.5,65,70.5
7765,33,66,87.75
7766,29.5,59,97.5
7767,23.5,47,99
7768,29.25,58.5,88.5
7769,32.5,65,70.5
7770,33,66,87.75
7771,29.5,59,97.5
7772,23.5,47,99
7773,29.25,58.5,88.5
7774,32.5,65,70.5
7775,33,66,87.75
7776,29.5,59,97.5
7777,23.5,47,99
7778,29.25,58.5,88.5
7779,32.5,65,70.5
7780,33,66,87.75
7781,29.5,59,97.5
7782,23.5,47,99
7783,29.25,58.5,88.5
7784,32.5,65,70.5
7785,33,66,87.75
7786,29.5,59,97.5
7787,23.5,47,99
7788,29.25,58.5,88.5
7789,32.5,65,70.5
7790,33,66,87.75
7791,29.5,59,97.5
7792,23.5,47,99
7793,29.25,58.5,88.5
7794,32.5,65,70.5
7795,33,66,87.75
7796,29.5,59,97.5
7797,23.5,47,99
7798,29.25,58.5,88.5
7799,32.5,65,70.5
7800,33,66,87.75
7801,29.5,59,97.5
7802,23.5,47,99
7803,29.25,58.5,88.5
7804,32.5,65,70.5
7805,33,66,87.75
7806,29.5,59,97.5
7807,23.5,47,99
7808,29.25,58.5,88.5
7809,32.5,65,70.5
7810,33,66,87.75
7811,29.5,59,97.5
7812,23.5,47,99
7813,29.25,58.5,88.5
7814,32.5,65,70.5
7815,33,66,87.75
7816,29.5,59,97.5
7817,23.5,47,99
7818,29.25,58.5,88.5
7819,32.5,65,70.5
7820,33,66,87.75
7821,29.5,59,97.5
7822,23.5,47,99
7823,29.25,58.5,88.5
7824,32.5,65,70.5
7825,33,66,87.75
7826,29.5,59,97.5
7827,23.5,47,99
7828,29.25,58.5,88.5
7829,32.5,65,70.5
7830,33,66,87.75
7831,29.5,59,97.5
7832,23.5,47,99
7833,29.25,58.5,88.5
